clean_text_PhoBERT,true_sentiment,pred_sentiment,true_topic,pred_topic
"cách giảng bài bám sát sách nên còn tương_đối dài và tốn nhiều thời_gian , chưa đem lại cái nhìn tổng_quát của bài và bỏ_qua một_số chi_tiết của bài .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
giải_đáp thắc_mắc về bài_tập cho sinh_viên qua email nhiệt_tình và nhanh_chóng .,Tích cực,Tích cực,Chương trình,Giảng viên
"đến với lớp_học của cô wzjwz216 , sinh_viên có_thể tự_nhiên cải_thiện kỹ_năng giao_tiếp của bản_thân .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
đưa ra các hàm .,Trung tính,Trung tính,Giảng viên,Chương trình
bắt_đầu giờ học đúng giờ .,Tích cực,Trung tính,Giảng viên,Giảng viên
"đúng giờ , có bài_tập sau mỗi buổi thực_hành .",Tích cực,Trung tính,Giảng viên,Chương trình
có nhiều kiến_thức hay ngoài đề_cương .,Tích cực,Tích cực,Giảng viên,Chương trình
thỉnh_thoảng nhìn thầy em còn cảm_thấy sợ !,Tiêu cực,Trung tính,Giảng viên,Khác
cách tính điểm chi_tiết .,Tiêu cực,Trung tính,Giảng viên,Khác
thông_báo nghỉ hơi chậm .,Tiêu cực,Tiêu cực,Chương trình,Giảng viên
"đại_học công_nghiệp việt_trì tính , tận_tình chỉ dạy , nhưng nhiều nội_dung giảng chưa kỹ và khó hiểu .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
không sử_dụng moodle để trao_đổi với sinh_viên mà chỉ trao_đổi riêng với nhóm trưởng của các nhóm .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
hy_vọng học_kỳ tiếp_theo được học môn cấu_trúc rời_rạc của thầy .,Tiêu cực,Trung tính,Khác,Chương trình
"thực_chất thì giảng_viên không làm gì cả ngoài việc cho sinh_viên tìm_hiểu thuyết_trình môn_học và ngồi nghe , không góp_ý_kiến và chốt vấn_đề đạt được và không đạt được của sinh_viên .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
cảm_thấy bình_thường .,Trung tính,Trung tính,Giảng viên,Khác
bài giảng rất dễ hiểu .,Tích cực,Tích cực,Chương trình,Giảng viên
"môn_học hay , giảng_viên truyền_đạt tốt .",Tích cực,Tích cực,Chương trình,Giảng viên
em đã rất hài_lòng về thầy rồi .,Tích cực,Tích cực,Giảng viên,Khác
đó là điều mà em ngưỡng_mộ nhất .,Trung tính,Trung tính,Giảng viên,Khác
"bổ_sung nhiều bài_tập , hướng_dẫn thảo_luận tại lớp .",Tiêu cực,Trung tính,Chương trình,Chương trình
cho nhiều bài_tập hơn .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
hài_lòng .,Tích cực,Tích cực,Giảng viên,Khác
em đóng_góp cũng chỉ mong để sau_này các lớp xử_lý ngôn_ngữ_tự_nhiên đông hơn và nhiều sinh_viên chọn hơn .,Tích cực,Tiêu cực,Chương trình,Chương trình
cám_ơn thầy wzjwz296 .,Trung tính,Trung tính,Giảng viên,Khác
nhiều vấn_đề nói chưa rõ .,Tiêu cực,Tiêu cực,Giảng viên,Khác
giảng_dạy kỹ_lưỡng bài_học .,Tích cực,Trung tính,Giảng viên,Giảng viên
"cô thường_xuyên bổ_trợ kiến_thức cho sinh_viên về các kỹ_năng nghe , nói đọc viết .",Tích cực,Tích cực,Chương trình,Giảng viên
thầy dạy có phần nhàm_chán .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
giáo_viên cần thông_báo cụ_thể các chương thi học_kỳ một_cách cụ_thể hơn giúp cho sinh_viên nắm được thông_tin chích xác khi ôn_tập tránh tình_trạng chỉ tập_trung vào các chương trọng_yếu mà không học các chương còn lại .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
chúng_em phải vất_vả lắm mới có_thể hoàn_thành được .,Tiêu cực,Tiêu cực,Khác,Cơ sở vật chất
"và thầy cứ chấm từng bạn từng bạn cho đến khi thầy bước đến chấm bài của tôi , lúc đầu tôi cứ nghĩ là thầy cũng sẽ như bao bạn khác chỉ hỏi lý_thuyết và cách áp_dụng vào đồ_án , nhưng không thầy hỏi chính_xác từng đoạn code cái này làm gì cái kia làm gì , và kết_cục chắc các bạn cũng biết rồi , tôi đã tạch môn này .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
"thầy dạy có tâm , sau mỗi nhóm thuyết_trình thầy sẽ nói lại đề_tài mà nhóm thuyết_trình là gì ?",Tích cực,Trung tính,Giảng viên,Giảng viên
"giảng_viên thực_hành nhiều bài thực_hành trực_quan , giảng dễ hiểu .",Tiêu cực,Tích cực,Giảng viên,Chương trình
"dễ hiểu với mọi thể_loại học_sinh yếu , trung_bình , khá .",Tích cực,Tích cực,Giảng viên,Khác
"cô tập_trung quá nhiều vào việc xây_dựng cơ_sở tri_thức từ anh - vậy , em nghĩ yêu_cầu này sẽ phù_hợp với lớp cô giảng_dạy trực_tiếp vì được gặp cô hàng tuần có_thể dễ_dàng trao_đổi .",Tiêu cực,Tiêu cực,Giảng viên,Khác
giáo_trình không được đầy_đủ thông_tin .,Tiêu cực,Trung tính,Chương trình,Chương trình
làm nhiều bài_tập hơn .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"sinh_viên không học được gì từ giảng_viên , sinh_viên phải tự tìm_tòi .",Tiêu cực,Tiêu cực,Giảng viên,Khác
giáo_viên thờ_ơ dạy cho có .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
em chả hiểu gì về môn này .,Tiêu cực,Trung tính,Chương trình,Khác
"giảng_viên không đưa các tài_liệu lên courses , làm_khó khăn tron việc tìm_kiếm tài_liệu học , nói_chuyện , chém gió ngoài_lề quá nhiều , lan_man .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
chắc tại không quen nên giọng của thầy khiến em thật_sự buồn_ngủ .,Tiêu cực,Trung tính,Giảng viên,Khác
"cần , kiệm , liêm , chính .",Tích cực,Tiêu cực,Khác,Chương trình
thầy dạy rất đại_học công_nghiệp việt_trì nhưng đôi_khi còn rất khó_tính .,Trung tính,Tích cực,Giảng viên,Giảng viên
kiến_thức chuyên_môn và nội_dung dạy .,Trung tính,Tích cực,Chương trình,Giảng viên
nhiều ví_dụ thực_tế .,Tích cực,Tích cực,Giảng viên,Chương trình
đôi_khi quá nghiêm_khắc .,Tiêu cực,Tiêu cực,Giảng viên,Khác
"em chỉ dám thỉnh_cầu quý thầy_cô soạn ra một bộ tài_liệu mà có_thể giúp sinh_viên tự nghiên_cứu , học_tập môn này hiệu_quả hơn .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
về bài ngữ_pháp trên moodle doubledot giảng_viên chỉ chấm có làm hay không và đếm số bài mà không cần xem nội_dung sinh_viên có làm đúng hay không và không sửa bài ngữ_pháp trên moodle .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"nhiệt thình , hiền_lành .",Tích cực,Trung tính,Giảng viên,Khác
cho bài_tập từ dễ tới khó .,Trung tính,Tiêu cực,Chương trình,Chương trình
"thầy dạy hơi nhiều , nhưng làm bài_tập tốt và sát với đề .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
thầy nói ít nhưng em hiểu nhiều hơn .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
em rất thích học cô x .,Tích cực,Tích cực,Giảng viên,Khác
làm bài_tập khá nhiều .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
tuy_nhiên thầy ít đùa .,Trung tính,Tiêu cực,Giảng viên,Giảng viên
phòng thực_hành ghế cao quá khiến học_sinh ngồi dễ mỏi lưng .,Tiêu cực,Tiêu cực,Cơ sở vật chất,Khác
lắng_nghe cách giải_quyết vấn_đề của sinh_viên .,Trung tính,Tích cực,Giảng viên,Giảng viên
nên cho thực_hành nhiều hơn .,Tích cực,Tiêu cực,Chương trình,Chương trình
hỗ_trợ sinh_viên làm đồ_án .,Tích cực,Tiêu cực,Giảng viên,Chương trình
"nên cho sinh_viên tham_gia làm các đề_tài thực_tế , có sự hướng_dẫn của giáo_viên .",Tiêu cực,Tiêu cực,Chương trình,Giảng viên
mưa cho nghỉ ạ colonsmile .,Tiêu cực,Tiêu cực,Khác,Giảng viên
quá khó thể tiếp_thu .,Tiêu cực,Tiêu cực,Giảng viên,Khác
khó hiểu .,Tiêu cực,Tiêu cực,Chương trình,Khác
"bài_tập thầy cho quá khó , nhưng không sao đề ra như_vậy mới nâng cao trình_độ của tụi em .",Tích cực,Tiêu cực,Chương trình,Giảng viên
cô xinh .,Tích cực,Tích cực,Giảng viên,Khác
hay lan_man dạy những thứ không cần_thiết .,Tiêu cực,Tiêu cực,Giảng viên,Khác
giải_đáp thắc_mắc có_vẻ sai .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
"bỏ phần thuyết_trình giữa kỳ đi , chẳng ai để_ý cái đó cả !",Tiêu cực,Trung tính,Chương trình,Khác
"giảng_viên không đảm_bảo giờ lên_lớp , không lên_lớp giảng_dạy .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
"nếu được vậy thì sinh_viên có_thể hỏi trực_tiếp giảng_viên thực_hành chứ em thấy mấy cái phòng máy chỉ mở_cửa khi có giờ thực_hành , rồi sinh_viên phải vào chờ giảng_viên .",Tiêu cực,Tiêu cực,Giảng viên,Cơ sở vật chất
thầy có kiến_thức nhưng không được dạy đúng môn điểm mạnh .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
năng_động .,Tích cực,Trung tính,Khác,Giảng viên
giảng_viên đến lớp sớm .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
she ' s very sociable .,Tích cực,Tích cực,Giảng viên,Khác
kiến_thức tổng_hợp .,Trung tính,Trung tính,Khác,Chương trình
khả_năng tư_duy được nâng cao .,Tích cực,Trung tính,Khác,Chương trình
cô cho quá nhiều bài_tập fraction đồ_án đến_nỗi em nghĩ rằng kỳ vừa_rồi mình chỉ học một môn này .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
thầy rất nhiệt_tình nên em không có ý_kiến gì .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
"chất_lượng môn tốt , em không ý_kiến .",Tích cực,Tiêu cực,Chương trình,Khác
odoo quá khó .,Tiêu cực,Tiêu cực,Chương trình,Khác
chú_thích những phần cần phải tập_trung .,Trung tính,Tiêu cực,Khác,Chương trình
"có kết hơp ví_dụ , giải bài_tập trên lớp , hài_lòng !",Tích cực,Trung tính,Giảng viên,Chương trình
các hoạt_động chưa đại_học công_nghiệp việt_trì .,Tiêu cực,Tiêu cực,Chương trình,Giảng viên
không biết gì sau khi học môn này .,Tiêu cực,Trung tính,Chương trình,Khác
cô cho làm đồ_án nhóm với_lại cho bài_tập theo từng tuần nên sinh_viên có thời_gian sắp_xếp để làm bài .,Trung tính,Tiêu cực,Giảng viên,Chương trình
tài_liệu tìm_kiếm còn hạn_chế .,Tiêu cực,Tiêu cực,Chương trình,Khác
tập_trung thực_hành kiến_thức trọng_tâm của giờ ký thuyết .,Trung tính,Trung tính,Giảng viên,Chương trình
môn_học chỉ nên có một giảng_viên đứng_lớp để đảm_bảo tính liên_tục cho bài_học .,Tiêu cực,Tiêu cực,Chương trình,Giảng viên
"cũng như bao đứa sinh_viên khác bước vào phòng báo_cáo đồ_án , tôi cảm_thấy rất hồi_hộp và lo_sợ bởi lẽ đồ_án lần này tôi không thật_sự code 100 % , tôi tham_khảo nó từ internet và thay_đổi một_vài thứ để hoàn_chỉnh và chờ đến ngày báo_cáo .",Tiêu cực,Trung tính,Chương trình,Khác
ngôn_ngữ dùng để thuyết_trình bài_học còn hơi khó nghe được vì giảng_viên giảng bài bằng tiếng anh .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"dạy liên_hệ thực_tế , giảng dễ hiểu .",Tiêu cực,Tích cực,Giảng viên,Giảng viên
wzjwz217 là thầy nào ?,Tiêu cực,Trung tính,Khác,Giảng viên
"cần có một phương_pháp giảng khác , chúng_em là sinh_viên chứ không phải là những người đi làm .",Tiêu cực,Tiêu cực,Chương trình,Khác
có_thể kết_hợp môn này với môn toán nhằm giúp sinh_viên có_thể mới vào trường dễ nhận thấy cách tính các độ phức_tạp .,Tiêu cực,Tiêu cực,Chương trình,Khác
cô hiền .,Tích cực,Trung tính,Giảng viên,Giảng viên
"dạy lan_man , lên_lớp chỉ cố_gắng đọc một cái slide cho hết giờ , kiến_thức chưa dạy thì đã có trong đề thi .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"thầy dạy chú_trọng trọng_tâm , cơ_bản của môn_học .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
toàn ngồi nói_chuyện chả có thực_hành gì .,Tiêu cực,Tiêu cực,Giảng viên,Khác
thực_tiễn tốt .,Tích cực,Tích cực,Chương trình,Khác
có nhiều kinh_nghiệm cũng như trải_nghiệm tốt qua môn_học này .,Tích cực,Tích cực,Giảng viên,Khác
"thầy nội_dung dạy rất đơn_giản , không đáng được xem là một môn_học .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
hướng_dẫn rõ_ràng dễ hiểu .,Tích cực,Tích cực,Giảng viên,Khác
môn công_nghệ web và ứng_dụng có 2 tín_chỉ lý_thuyết .,Trung tính,Trung tính,Chương trình,Khác
không thông_báo các buổi thực_hành .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"đồ_án cuối kỳ của em được giảng_viên xem_xét và góp_ý chỉ sửa duy_nhất một lỗi là hoàn_thiện khi báo_cáo trong năm_học , nhưng đến cuối kỳ giảng_viên lại cố_gắng tìm ra lỗi khác để cho sinh_viên rớt môn .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
sâu_sắc việc_làm bài của sinh_viên .,Tích cực,Tích cực,Giảng viên,Chương trình
đi trễ .,Tiêu cực,Tiêu cực,Giảng viên,Khác
"môn cơ_chế mã độc là môn rất hay , rất cần_thiết .",Tích cực,Tích cực,Chương trình,Khác
"em cảm_ơn cô vì sự nhiệt_tình , tận_tâm .",Tích cực,Tích cực,Giảng viên,Khác
"tuy em ít đến lớp nhưng có bài khó hiểu em email hỏi thầy , thầy giải_đáp rất tận_tình , còn có demo nữa .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
cô dễ_tính và khá đại_học công_nghiệp việt_trì vẻ .,Tích cực,Tích cực,Giảng viên,Khác
bài thực_hành nên mang tính_chất bắt_buộc hoặc khuyến_khích sinh_viên làm để lấy điểm cộng để tạo động_lực cũng như hứng_thú với bài thực_hành hơn .,Tích cực,Tiêu cực,Khác,Chương trình
"nhưng em góp_ý là , nếu có trường_hợp đó thì thầy thực_hành nên giảng sơ qua trước khi làm .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
"đánh_giá kết_quả học_tập chính_xác , công_tâm .",Tích cực,Tiêu cực,Giảng viên,Khác
hỏi thầy những kiến_thức bên ngoài có liên_quan tới môn_học nhiều khi thầy không trả_lời .,Tiêu cực,Tích cực,Giảng viên,Giảng viên
nội_dung .,Trung tính,Tiêu cực,Chương trình,Chương trình
"giảng_viên thân_thiện , cởi_mở , linh_hoạt trong việc xin nghỉ fraction bù .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
cơ_sở vật_chất .,Trung tính,Tiêu cực,Cơ sở vật chất,Cơ sở vật chất
"giảng_viên cần đưa ra ví_dụ cụ_thể để cho sinh_viên được hiểu có_thể kèm lấy mấy bài thực_hành mô_phỏng cho sinh_viên xem để sinh_viên được chứng_kiến , như_thế sẽ dễ hiểu bài hơn .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"thầy dạy nhiệt_tình , bài_tập tương_đối thoải_mái nên môn_học này là môn niềm đại_học công_nghiệp việt_trì chứ không phải là gánh nặng .",Tích cực,Tiêu cực,Giảng viên,Chương trình
tôi hài_lòng .,Tích cực,Trung tính,Khác,Khác
nên tăng_cường thời_gian tiếp_xúc các thiết_bị thực_tế .,Tiêu cực,Tiêu cực,Chương trình,Cơ sở vật chất
phần lý_thuyết trên lớp mức_độ kiến_thức quá chênh_lệch với đề thi .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
chương_trình dễ hiểu .,Tích cực,Tích cực,Giảng viên,Chương trình
không hài_lòng tất_cả .,Tiêu cực,Trung tính,Khác,Khác
chuẩn_bị nội_dung thực_hành chu_đáo .,Tích cực,Tiêu cực,Giảng viên,Chương trình
nhiều ví_dụ .,Trung tính,Trung tính,Giảng viên,Chương trình
"thầy giảng nhiệt_tình , sát trọng_tâm , dễ hiểu , mong thầy kỳ sau sẽ dạy môn xác xuất thống_kê .",Trung tính,Tích cực,Giảng viên,Giảng viên
"thưa , em hoàn_toàn hài_lòng với chất_lượng các buổi học của thầy và những kiến_thức thầy mang lại thực_sự bổ_ích và phong_phú .",Tích cực,Tích cực,Chương trình,Giảng viên
"sinh_động nhưng không lan_man , rất tập_trung chuyên_môn .",Tích cực,Tiêu cực,Giảng viên,Khác
"sử_dụng giờ lên_lớp không hiệu_quả , chỉ dịch slide và không nêu được ý_nghĩa các phần .",Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"cả 3 , 4 buổi thực_hành theo hình_thức 2 môn này có thầy thầy này tham_gia hay hường dẫn buổi nào đâu mà đánh_giá , chỉ có mỗi thầy wzjwz100 thôi .",Tiêu cực,Tiêu cực,Khác,Giảng viên
đi_sâu vào vấn_đề khó hơn .,Tích cực,Tiêu cực,Khác,Khác
chi_tiết .,Trung tính,Tích cực,Chương trình,Khác
đồng_nhất một giáo_trình giảng_dạy .,Tiêu cực,Trung tính,Chương trình,Chương trình
phần ý_kiến của em trong phần khảo_sát thầy wzjwz7 em nói có liên_quan đến thầy luôn .,Trung tính,Tích cực,Khác,Giảng viên
nên đăng lên điểm thực_hành hằng tuần để sinh_viên tiện theo_dõi .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
nên sử_dụng tiếng việt vì đa_phần không giỏi tiếng anh .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"tuy lên_lớp nhưng em không_thể tiếp_thu được , vì không có hứng_thú với cách giảng_dạy của thầy .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
nên có ngoại_khoá .,Tiêu cực,Tiêu cực,Chương trình,Khác
tỉ_mỉ .,Tích cực,Tích cực,Khác,Giảng viên
chỉ hướng_dẫn sử_dụng access không hướng_dẫn sử_dụng database sql .,Tiêu cực,Tiêu cực,Chương trình,Giảng viên
trong bài thi có phần không được học trong chương_trình học của môn_học .,Tiêu cực,Trung tính,Chương trình,Chương trình
chỉ sơ_sài rồi bắt sinh_viên tự mò .,Tiêu cực,Tiêu cực,Giảng viên,Khác
nộp deadline bất_chợt .,Tiêu cực,Trung tính,Giảng viên,Chương trình
"nhẹ_nhàng , từ_tốn .",Tích cực,Trung tính,Giảng viên,Khác
nhiều chỗ đọc mãi vẫn không_thể hiểu .,Tiêu cực,Trung tính,Giảng viên,Khác
"về phần chấm bài thuyết_trình doubledot giảng_viên không chú_ý chấm bài thuyết_trình và xem sinh_viên thuyết_trình để chấm điểm mà cứ làm_việc riêng khác , có khi không biết bạn kia trình_bày rồi hay chưa .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
"cách dạy , giọng nói buồn_ngủ , không truyền_đạt hết được kiến_thức .",Tiêu cực,Trung tính,Giảng viên,Giảng viên
"một_số chỗ khó hiểu , nhưng nếu chăm_chỉ tự học thì sẽ khắc_phục được .",Trung tính,Tiêu cực,Chương trình,Khác
"trong khi đó sinh_viên phải làm đồ_án môn_học , mọi vấn_đề gặp phải nếu chờ 3 tuần để được gặp giảng_viên giải_đáp thì sinh_viên không_thể hoàn_thành đúng tiến_độ .",Tiêu cực,Trung tính,Giảng viên,Khác
"bài_tập thầy đưa ra cho lớp hơi khó , nhưng quá đó giúp chúng_em rèn_luyện tư_duy thuật_toán .",Tiêu cực,Trung tính,Chương trình,Giảng viên
hy_vọng đây không phải là sinh_viên đầu_tiên phản_ánh vấn_đề này .,Tiêu cực,Trung tính,Khác,Khác
"rất đúng giờ , giờ học đầy_đủ và đầy_đủ những gì có trong sách .",Tích cực,Tích cực,Giảng viên,Chương trình
cập_nhật thêm những cấu_trúc lập_trình mới !,Tiêu cực,Tiêu cực,Chương trình,Khác
lab nhiều nhưng chưa rõ_ràng .,Tiêu cực,Tiêu cực,Chương trình,Giảng viên
"nội_dung , kiến_thức khá chung_chung .",Tiêu cực,Tích cực,Chương trình,Chương trình
thầy dạt rất tốt .,Tích cực,Tích cực,Giảng viên,Khác
không có nội_dung thực_hành của môn_học này .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
lớp bóng_chuyền nhưng lại bị bắt tập_thể_lực khá nhiều .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
giúp học_sinh hiểu bài tốt .,Tích cực,Tích cực,Giảng viên,Khác
thầy giảng đủ nội_dung bài_học và có chỗ lưu_ý .,Tích cực,Trung tính,Giảng viên,Giảng viên
ghi hơi nhiều .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
sinh_viên học xong có_thể làm bài kiểm_tra tốt nhưng đa_số không_thể giao_tiếp cơ_bản bằng tiếng anh .,Tiêu cực,Trung tính,Chương trình,Chương trình
dùng hệ_thống nộp bài_tập turnitindotcom với quy_định tỉ_lệ sao_chép không quá 30 % không phù_hợp !,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
cám_ơn thầy đã giúp_đỡ em .,Trung tính,Trung tính,Giảng viên,Khác
chăm_chú bài_tập .,Trung tính,Trung tính,Giảng viên,Chương trình
cô sẵn_sàng giảng lại bài cho cả lớp khi có phần khó hiểu .,Tích cực,Tiêu cực,Giảng viên,Giảng viên
em rất hài_lòng với cách_thức giảng_dạy của giảng_viên cũng như cách_thức ra bài_tập cho sinh_viên .,Tích cực,Trung tính,Giảng viên,Giảng viên
"chia_sẻ các kỹ_năng khi làm_việc , chia_sẻ kinh_nghiệm trong ngành , thậm_chí chỉ cách mua linh_kiện mà không bị chặt chém giá_cả .",Tích cực,Tiêu cực,Giảng viên,Chương trình
giảng_viên không có cách giải_quyết gì mà vẫn cho làm bài_tập nộp tại_chỗ như bình_thường .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
cần có giáo_trình chi_tiết về môn_học cho sinh_viên dễ nắm_bắt .,Tích cực,Tiêu cực,Chương trình,Chương trình
chỉ có 1 điểm em không hài_lòng đó là đề thi cuối kỳ vô_cùng dài .,Tiêu cực,Trung tính,Chương trình,Khác
lớp của em do đa_số các bạn trầm tính nên đối_với bọn em cô là một người rất giỏi và giải_đáp đầy_đủ cho bọn em .,Tích cực,Tiêu cực,Giảng viên,Khác
khá nhiệt_tình .,Tích cực,Tích cực,Khác,Giảng viên
kiến_thức hay và sự tận_tâm của giảng_viên .,Tích cực,Tích cực,Chương trình,Giảng viên
"đồ_án cũng rất mơ_hồ , không thực_tế .",Tiêu cực,Tiêu cực,Chương trình,Khác
sự tận_tình với học_viên .,Tích cực,Tích cực,Giảng viên,Khác
giảng_viên chia thành nhiều nhóm để sinh_viên thảo_luận có hiệu_quả .,Tiêu cực,Tích cực,Giảng viên,Giảng viên
quá kém .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"cho thảo_luận , làm seminar .",Tích cực,Trung tính,Giảng viên,Chương trình
bơi rất đại_học công_nghiệp việt_trì .,Tích cực,Tích cực,Khác,Giảng viên
"ít gì thì mình là người trẻ , năng_động xíu đi , chứ đừng ngồi chỗ .",Tiêu cực,Tiêu cực,Giảng viên,Khác
"sau khi làm xong các project của thầy thì thấy level mình tăng lên hẳn , rất quý thầy và gặp lại ở các môn sau .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
thay_vì đưa bài ra rồi bảo các bạn nộp kết_quả .,Trung tính,Tiêu cực,Chương trình,Chương trình
hầu_hết sinh_viên đều ngủ_gật trong lớp .,Tiêu cực,Tích cực,Khác,Giảng viên
chấm điểm trên khmtdotuitdotedudotvn .,Trung tính,Trung tính,Giảng viên,Khác
trung_bình .,Trung tính,Trung tính,Khác,Chương trình
nghỉ sinh em bé đại_học công_nghiệp việt_trì vẻ nha cô .,Trung tính,Tích cực,Giảng viên,Giảng viên
thầy nên giảng bài nhanh hơn để sinh_viên có_thể thực_hành tốt hơn vì lý_thuyết chưa kịp chương_trình thực_hành .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
"thầy tích_cực lên_lớp , không nghỉ buổi nào .",Tích cực,Tiêu cực,Giảng viên,Giảng viên
chắc kiến_thức cho sinh_viên nếu mất nền_tảng .,Tích cực,Trung tính,Giảng viên,Chương trình
tài_liệu cực_kỳ dễ hiểu .,Tích cực,Tích cực,Chương trình,Khác
"cô xinh_đẹp , dễ_thương colonsmile .",Tích cực,Tích cực,Giảng viên,Khác
hơi bắt_bẻ .,Tiêu cực,Tiêu cực,Giảng viên,Khác
cô nên tập_trung vào việc giảng_dạy hơn là dành 5 - 15 phút để hỏi từng từ tiếng anh trong slide .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
thương xuyên chỉ_dẫn trên moodle .,Tích cực,Tích cực,Giảng viên,Khác
rèn_luyện nhiều khả_năng nói tiếng anh cho sinh_viên .,Tích cực,Tích cực,Chương trình,Giảng viên
đôi_lúc hơi sợ .,Tiêu cực,Trung tính,Khác,Giảng viên
"tốt , có sự ủng_hộ , giúp_đỡ cao .",Tích cực,Tích cực,Giảng viên,Khác
em không hiểu sao chương_trình chất_lượng cao mà_lại cho bọn em học phòng kém hiệu_quả như_vậy .,Tiêu cực,Tiêu cực,Chương trình,Cơ sở vật chất
đề_nghị là cho sinh_viên tuần nào cũng học hoặc sắp_xếp như_thế_nào để sinh_viên không phải bị mất bài vì lý_do học cách tuần trong khi đó bài mới thì liên_tục em cảm_ơn .,Tiêu cực,Tiêu cực,Chương trình,Cơ sở vật chất
khó nghe trong việc giao_tiếp ngôn_ngữ .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
cho ví_dụ ngay sau lý_thuyết giúp dễ tiếp_thu .,Tích cực,Tích cực,Giảng viên,Chương trình
cập_nhật cái mới cho sinh_viên .,Tích cực,Trung tính,Giảng viên,Chương trình
dẫn ít ví_dụ .,Tiêu cực,Tiêu cực,Giảng viên,Chương trình
còn điều không thích nhất vẫn giống cái kia thôi .,Tiêu cực,Trung tính,Chương trình,Khác
học để làm_gì !,Tiêu cực,Tiêu cực,Khác,Chương trình
môn giải_tích là một môn khô_khan nhưng cô wzjwz261 dạy rất dễ hiểu .,Tích cực,Trung tính,Giảng viên,Chương trình
ít kiểm_tra trên lớp .,Tiêu cực,Tiêu cực,Giảng viên,Khác
giảng_dạy đầy_đủ .,Tích cực,Trung tính,Giảng viên,Giảng viên
dạy kỹ các phần quan_trọng .,Trung tính,Tích cực,Chương trình,Giảng viên
em hy_vọng thầy sẽ cho nhiều bài_tập hơn .,Tiêu cực,Trung tính,Giảng viên,Giảng viên
các thành_viên khác chịu_thua .,Tiêu cực,Trung tính,Giảng viên,Khác
"nhìn_chung em hài_lòng về môn_học này , nên em không có ý_kiến khác .",Tích cực,Trung tính,Chương trình,Khác
cho bài_tập làm nhiều hơn điểm_danh lấy điểm 5 - 10 % cho bài kiểm_tra trên lớp nhiều hơn .,Tiêu cực,Trung tính,Chương trình,Chương trình
em hoàn_toàn hài_lòng về phương_pháp giảng_dạy này .,Tích cực,Trung tính,Giảng viên,Giảng viên
"em nghĩ thầy nên bổ_sung hình_vẽ vào slide bài giảng , hoặc ít_nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh_viên dễ hình_dung .",Tiêu cực,Tiêu cực,Chương trình,Giảng viên
có lúc em còn cảm_thấy có lỗi vì công_sức của cô trên lớp như_vậy mà mình lại làm_biếng học bài .,Trung tính,Trung tính,Giảng viên,Khác
